namapemda,pulau,tahun,jenis,level1,level2,Level2a,level3,level3a,nilai,Gubernur,WakilGubernur
Provinsi Jawa Barat,Jawa,2008,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,513. Belanja Subsidi,514. Belanja Subsidi,20450000000,MOCHAMAD RIDWAN KAMIL,UU RUZHANUL ULUM
Provinsi Jawa Tengah,Jawa,2008,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,516. Belanja Bagi Hasil,541. Belanja Bagi Hasil,1.04023E+12,GANJAR PRANOWO,TAJ YASIN
Provinsi Jawa Tengah,Jawa,2008,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,516. Belanja Bagi Hasil,541. Belanja Bagi Hasil,17946135292,GANJAR PRANOWO,TAJ YASIN
Provinsi Jawa Tengah,Jawa,2008,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,515. Belanja Bantuan Sosial,516. Belanja Bantuan Sosial,4.12423E+11,GANJAR PRANOWO,TAJ YASIN
Provinsi Jawa Tengah,Jawa,2008,Realisasi,5. Belanja,52. Belanja Langsung,52. Belanja Barang Jasa,522. Belanja Barang Jasa,512. Belanja Barang dan Jasa,1.02244E+12,GANJAR PRANOWO,TAJ YASIN
Provinsi Jawa Tengah,Jawa,2008,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,514. Belanja Hibah,515. Belanja Hibah,3.8549E+11,GANJAR PRANOWO,TAJ YASIN
Provinsi Jawa Tengah,Jawa,2008,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,5.30107E+11,GANJAR PRANOWO,TAJ YASIN
Provinsi Jawa Tengah,Jawa,2008,Realisasi,5. Belanja,51. Belanja Tidak Langsung,51. Belanja Pegawai,511. Belanja Pegawai Tidak Langsung,511. Belanja Pegawai,1.12686E+12,GANJAR PRANOWO,TAJ YASIN
Provinsi Jawa Tengah,Jawa,2008,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,518. Belanja Tidak Terduga,531. Belanja Tidak Terduga,1024355525,GANJAR PRANOWO,TAJ YASIN
Provinsi Jawa Tengah,Jawa,2008,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,512. Belanja Bunga,513. Belanja Bunga,331000,GANJAR PRANOWO,TAJ YASIN
Provinsi Jawa Tengah,Jawa,2008,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,516. Belanja Bagi Hasil,541. Belanja Bagi Hasil,6.2614E+11,GANJAR PRANOWO,TAJ YASIN
Provinsi Kalimantan Timur,Kalimantan,2008,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,516. Belanja Bagi Hasil,541. Belanja Bagi Hasil,7.15982E+11,ISRAN NOOR,HADI MULYADI
Provinsi Kalimantan Timur,Kalimantan,2008,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,515. Belanja Bantuan Sosial,516. Belanja Bantuan Sosial,1.62135E+12,ISRAN NOOR,HADI MULYADI
Provinsi Kalimantan Timur,Kalimantan,2008,Realisasi,5. Belanja,52. Belanja Langsung,52. Belanja Barang Jasa,522. Belanja Barang Jasa,512. Belanja Barang dan Jasa,5.54858E+11,ISRAN NOOR,HADI MULYADI
Provinsi Kalimantan Timur,Kalimantan,2008,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,514. Belanja Hibah,515. Belanja Hibah,1.17316E+12,ISRAN NOOR,HADI MULYADI
Provinsi Kalimantan Timur,Kalimantan,2008,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,1.65436E+12,ISRAN NOOR,HADI MULYADI
Provinsi Kalimantan Timur,Kalimantan,2008,Realisasi,5. Belanja,51. Belanja Tidak Langsung,51. Belanja Pegawai,511. Belanja Pegawai Tidak Langsung,511. Belanja Pegawai,6.35683E+11,ISRAN NOOR,HADI MULYADI
Provinsi Kalimantan Timur,Kalimantan,2008,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,518. Belanja Tidak Terduga,531. Belanja Tidak Terduga,1000000000,ISRAN NOOR,HADI MULYADI
Provinsi Lampung,Sumatera,2008,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,516. Belanja Bagi Hasil,541. Belanja Bagi Hasil,4.15384E+11,ARINAL DJUNAIDI,CHUSNUNIA
Provinsi Lampung,Sumatera,2008,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,515. Belanja Bantuan Sosial,516. Belanja Bantuan Sosial,1.40115E+11,ARINAL DJUNAIDI,CHUSNUNIA
Provinsi Lampung,Sumatera,2008,Realisasi,5. Belanja,52. Belanja Langsung,52. Belanja Barang Jasa,522. Belanja Barang Jasa,512. Belanja Barang dan Jasa,3.62819E+11,ARINAL DJUNAIDI,CHUSNUNIA
Provinsi Lampung,Sumatera,2008,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,514. Belanja Hibah,515. Belanja Hibah,1.44369E+11,ARINAL DJUNAIDI,CHUSNUNIA
Provinsi Lampung,Sumatera,2008,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,2.08832E+11,ARINAL DJUNAIDI,CHUSNUNIA
Provinsi Lampung,Sumatera,2008,Realisasi,5. Belanja,51. Belanja Tidak Langsung,51. Belanja Pegawai,511. Belanja Pegawai Tidak Langsung,511. Belanja Pegawai,4.20414E+11,ARINAL DJUNAIDI,CHUSNUNIA
Provinsi Lampung,Sumatera,2008,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,518. Belanja Tidak Terduga,531. Belanja Tidak Terduga,19082187000,ARINAL DJUNAIDI,CHUSNUNIA
Provinsi Nusa Tenggara Barat,Bali & Nusra,2008,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,516. Belanja Bagi Hasil,541. Belanja Bagi Hasil,1.18225E+11,ZULKIEFLIMANSYAH,SITTI ROHMI DJALILAH
Provinsi Nusa Tenggara Barat,Bali & Nusra,2008,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,515. Belanja Bantuan Sosial,516. Belanja Bantuan Sosial,1.23511E+11,ZULKIEFLIMANSYAH,SITTI ROHMI DJALILAH
Provinsi Nusa Tenggara Barat,Bali & Nusra,2008,Realisasi,5. Belanja,52. Belanja Langsung,52. Belanja Barang Jasa,522. Belanja Barang Jasa,512. Belanja Barang dan Jasa,2.17323E+11,ZULKIEFLIMANSYAH,SITTI ROHMI DJALILAH
Provinsi Nusa Tenggara Barat,Bali & Nusra,2008,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,514. Belanja Hibah,515. Belanja Hibah,55205969286,ZULKIEFLIMANSYAH,SITTI ROHMI DJALILAH
Provinsi Nusa Tenggara Barat,Bali & Nusra,2008,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,1.73739E+11,ZULKIEFLIMANSYAH,SITTI ROHMI DJALILAH
Provinsi Nusa Tenggara Barat,Bali & Nusra,2008,Realisasi,5. Belanja,51. Belanja Tidak Langsung,51. Belanja Pegawai,511. Belanja Pegawai Tidak Langsung,511. Belanja Pegawai,3.4299E+11,ZULKIEFLIMANSYAH,SITTI ROHMI DJALILAH
Provinsi Nusa Tenggara Barat,Bali & Nusra,2008,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,518. Belanja Tidak Terduga,531. Belanja Tidak Terduga,50000000,ZULKIEFLIMANSYAH,SITTI ROHMI DJALILAH
Provinsi Nusa Tenggara Barat,Bali & Nusra,2008,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,513. Belanja Subsidi,514. Belanja Subsidi,8902900000,ZULKIEFLIMANSYAH,SITTI ROHMI DJALILAH
Provinsi Papua,Papua & Maluku,2008,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,516. Belanja Bagi Hasil,541. Belanja Bagi Hasil,90127829000,LUKAS ENEMBE,KLEMEN TINAL
Provinsi Papua,Papua & Maluku,2008,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,515. Belanja Bantuan Sosial,516. Belanja Bantuan Sosial,3.07132E+12,LUKAS ENEMBE,KLEMEN TINAL
Provinsi Papua,Papua & Maluku,2008,Realisasi,5. Belanja,52. Belanja Langsung,52. Belanja Barang Jasa,522. Belanja Barang Jasa,512. Belanja Barang dan Jasa,6.82075E+11,LUKAS ENEMBE,KLEMEN TINAL
Provinsi Papua,Papua & Maluku,2008,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,514. Belanja Hibah,515. Belanja Hibah,5630000000,LUKAS ENEMBE,KLEMEN TINAL
Provinsi Papua,Papua & Maluku,2008,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,1.04919E+12,LUKAS ENEMBE,KLEMEN TINAL
Provinsi Papua,Papua & Maluku,2008,Realisasi,5. Belanja,51. Belanja Tidak Langsung,51. Belanja Pegawai,511. Belanja Pegawai Tidak Langsung,511. Belanja Pegawai,7.695E+11,LUKAS ENEMBE,KLEMEN TINAL
Provinsi Papua,Papua & Maluku,2008,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,518. Belanja Tidak Terduga,531. Belanja Tidak Terduga,82818210300,LUKAS ENEMBE,KLEMEN TINAL
Provinsi Riau,Sumatera,2008,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,516. Belanja Bagi Hasil,541. Belanja Bagi Hasil,3.77972E+11,SYAMSUAR,EDY NASUTION
Provinsi Riau,Sumatera,2008,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,516. Belanja Bagi Hasil,541. Belanja Bagi Hasil,97680000,SYAMSUAR,EDY NASUTION
Provinsi Riau,Sumatera,2008,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,515. Belanja Bantuan Sosial,516. Belanja Bantuan Sosial,3.57489E+11,SYAMSUAR,EDY NASUTION
Provinsi Riau,Sumatera,2008,Realisasi,5. Belanja,52. Belanja Langsung,52. Belanja Barang Jasa,522. Belanja Barang Jasa,512. Belanja Barang dan Jasa,5.99884E+11,SYAMSUAR,EDY NASUTION
Provinsi Riau,Sumatera,2008,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,514. Belanja Hibah,515. Belanja Hibah,2.69921E+11,SYAMSUAR,EDY NASUTION
Provinsi Riau,Sumatera,2008,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,1.19527E+12,SYAMSUAR,EDY NASUTION
Provinsi Riau,Sumatera,2008,Realisasi,5. Belanja,51. Belanja Tidak Langsung,51. Belanja Pegawai,511. Belanja Pegawai Tidak Langsung,511. Belanja Pegawai,8.96177E+11,SYAMSUAR,EDY NASUTION
Provinsi Riau,Sumatera,2008,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,518. Belanja Tidak Terduga,531. Belanja Tidak Terduga,17264445082,SYAMSUAR,EDY NASUTION
Provinsi Riau,Sumatera,2008,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,513. Belanja Subsidi,514. Belanja Subsidi,9647815050,SYAMSUAR,EDY NASUTION
Provinsi Sulawesi Selatan,Sulawesi,2008,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,516. Belanja Bagi Hasil,541. Belanja Bagi Hasil,4.23728E+11,PROF. M. NURDIN ABDULLAH,ANDI SUDIRMAN SULAIMAN
Provinsi Sulawesi Selatan,Sulawesi,2008,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,515. Belanja Bantuan Sosial,516. Belanja Bantuan Sosial,4.8104E+11,PROF. M. NURDIN ABDULLAH,ANDI SUDIRMAN SULAIMAN
Provinsi Sulawesi Selatan,Sulawesi,2008,Realisasi,5. Belanja,52. Belanja Langsung,52. Belanja Barang Jasa,522. Belanja Barang Jasa,512. Belanja Barang dan Jasa,4.35654E+11,PROF. M. NURDIN ABDULLAH,ANDI SUDIRMAN SULAIMAN
Provinsi Sulawesi Selatan,Sulawesi,2008,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,2.74808E+11,PROF. M. NURDIN ABDULLAH,ANDI SUDIRMAN SULAIMAN
Provinsi Sulawesi Selatan,Sulawesi,2008,Realisasi,5. Belanja,51. Belanja Tidak Langsung,51. Belanja Pegawai,511. Belanja Pegawai Tidak Langsung,511. Belanja Pegawai,5.1522E+11,PROF. M. NURDIN ABDULLAH,ANDI SUDIRMAN SULAIMAN
Provinsi Sulawesi Selatan,Sulawesi,2008,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,518. Belanja Tidak Terduga,531. Belanja Tidak Terduga,3751208000,PROF. M. NURDIN ABDULLAH,ANDI SUDIRMAN SULAIMAN
Provinsi Sulawesi Selatan,Sulawesi,2008,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,512. Belanja Bunga,513. Belanja Bunga,318270255,PROF. M. NURDIN ABDULLAH,ANDI SUDIRMAN SULAIMAN
Provinsi Sulawesi Tenggara,Sulawesi,2008,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,516. Belanja Bagi Hasil,541. Belanja Bagi Hasil,72238546726,ALI MAZI,LUKMAN ABUNAWAS
Provinsi Sulawesi Tenggara,Sulawesi,2008,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,515. Belanja Bantuan Sosial,516. Belanja Bantuan Sosial,1.26693E+11,ALI MAZI,LUKMAN ABUNAWAS
Provinsi Sulawesi Tenggara,Sulawesi,2008,Realisasi,5. Belanja,52. Belanja Langsung,52. Belanja Barang Jasa,522. Belanja Barang Jasa,512. Belanja Barang dan Jasa,2.23116E+11,ALI MAZI,LUKMAN ABUNAWAS
Provinsi Sulawesi Tenggara,Sulawesi,2008,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,514. Belanja Hibah,515. Belanja Hibah,22973208000,ALI MAZI,LUKMAN ABUNAWAS
Provinsi Sulawesi Tenggara,Sulawesi,2008,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,1.50463E+11,ALI MAZI,LUKMAN ABUNAWAS
Provinsi Sulawesi Tenggara,Sulawesi,2008,Realisasi,5. Belanja,51. Belanja Tidak Langsung,51. Belanja Pegawai,511. Belanja Pegawai Tidak Langsung,511. Belanja Pegawai,2.98504E+11,ALI MAZI,LUKMAN ABUNAWAS
Provinsi Sulawesi Tenggara,Sulawesi,2008,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,518. Belanja Tidak Terduga,531. Belanja Tidak Terduga,4890319771,ALI MAZI,LUKMAN ABUNAWAS
Provinsi Sumatera Selatan,Sumatera,2008,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,516. Belanja Bagi Hasil,541. Belanja Bagi Hasil,3.13837E+11,HERMAN DERU,MAWARDI YAHYA
Provinsi Sumatera Selatan,Sumatera,2008,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,515. Belanja Bantuan Sosial,516. Belanja Bantuan Sosial,1.27661E+11,HERMAN DERU,MAWARDI YAHYA
Provinsi Sumatera Selatan,Sumatera,2008,Realisasi,5. Belanja,52. Belanja Langsung,52. Belanja Barang Jasa,522. Belanja Barang Jasa,512. Belanja Barang dan Jasa,3.2553E+11,HERMAN DERU,MAWARDI YAHYA
Provinsi Sumatera Selatan,Sumatera,2008,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,514. Belanja Hibah,515. Belanja Hibah,1.77448E+11,HERMAN DERU,MAWARDI YAHYA
Provinsi Sumatera Selatan,Sumatera,2008,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,8.91582E+11,HERMAN DERU,MAWARDI YAHYA
Provinsi Sumatera Selatan,Sumatera,2008,Realisasi,5. Belanja,51. Belanja Tidak Langsung,51. Belanja Pegawai,511. Belanja Pegawai Tidak Langsung,511. Belanja Pegawai,5.494E+11,HERMAN DERU,MAWARDI YAHYA
Provinsi Sumatera Selatan,Sumatera,2008,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,518. Belanja Tidak Terduga,531. Belanja Tidak Terduga,1330635000,HERMAN DERU,MAWARDI YAHYA
Provinsi Sumatera Utara,Sumatera,2008,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,516. Belanja Bagi Hasil,541. Belanja Bagi Hasil,6.82993E+11,EDY RAHMAYADI,MUSA RAJEKSHAH
Provinsi Sumatera Utara,Sumatera,2008,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,516. Belanja Bagi Hasil,541. Belanja Bagi Hasil,343801590,EDY RAHMAYADI,MUSA RAJEKSHAH
Provinsi Sumatera Utara,Sumatera,2008,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,515. Belanja Bantuan Sosial,516. Belanja Bantuan Sosial,1.17762E+11,EDY RAHMAYADI,MUSA RAJEKSHAH
Provinsi Sumatera Utara,Sumatera,2008,Realisasi,5. Belanja,52. Belanja Langsung,52. Belanja Barang Jasa,522. Belanja Barang Jasa,512. Belanja Barang dan Jasa,4.47635E+11,EDY RAHMAYADI,MUSA RAJEKSHAH
Provinsi Sumatera Utara,Sumatera,2008,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,514. Belanja Hibah,515. Belanja Hibah,4.33158E+11,EDY RAHMAYADI,MUSA RAJEKSHAH
Provinsi Sumatera Utara,Sumatera,2008,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,5.79741E+11,EDY RAHMAYADI,MUSA RAJEKSHAH
Provinsi Sumatera Utara,Sumatera,2008,Realisasi,5. Belanja,51. Belanja Tidak Langsung,51. Belanja Pegawai,511. Belanja Pegawai Tidak Langsung,511. Belanja Pegawai,7.05375E+11,EDY RAHMAYADI,MUSA RAJEKSHAH
Provinsi Sumatera Utara,Sumatera,2008,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,518. Belanja Tidak Terduga,531. Belanja Tidak Terduga,342822440,EDY RAHMAYADI,MUSA RAJEKSHAH
Provinsi Bali,Bali & Nusra,2013,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,516. Belanja Bagi Hasil,541. Belanja Bagi Hasil,6.71432E+11,WAYAN KOSTER,TJOK OKA ARTHA ARDHANA SUKAWATI
Provinsi Jawa Barat,Jawa,2013,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,516. Belanja Bagi Hasil,541. Belanja Bagi Hasil,3.99428E+12,MOCHAMAD RIDWAN KAMIL,UU RUZHANUL ULUM
Provinsi Jawa Tengah,Jawa,2013,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,516. Belanja Bagi Hasil,541. Belanja Bagi Hasil,2.50317E+12,GANJAR PRANOWO,TAJ YASIN
Provinsi Jawa Timur,Jawa,2013,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,516. Belanja Bagi Hasil,541. Belanja Bagi Hasil,3.08172E+12,KHOFIFAH INDAR PARAWANSA,EMIL ELESTIANTO DARDAK
Provinsi Kalimantan Barat,Kalimantan,2013,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,516. Belanja Bagi Hasil,541. Belanja Bagi Hasil,4.55946E+11,SUTARMIDJI,RIA NORSAN
Provinsi Kalimantan Timur,Kalimantan,2013,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,516. Belanja Bagi Hasil,541. Belanja Bagi Hasil,2.69281E+12,ISRAN NOOR,HADI MULYADI
Provinsi Lampung,Sumatera,2013,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,516. Belanja Bagi Hasil,541. Belanja Bagi Hasil,3.57471E+11,ARINAL DJUNAIDI,CHUSNUNIA
Provinsi Maluku,Papua & Maluku,2013,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,516. Belanja Bagi Hasil,541. Belanja Bagi Hasil,91395307902,MURAD ISMAIL,BARNABAS ORNO
Provinsi Maluku Utara,Papua & Maluku,2013,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,516. Belanja Bagi Hasil,541. Belanja Bagi Hasil,33534852442,AHMAD HIDAYAT MUS,RIVAI UMAR
Provinsi Nusa Tenggara Barat,Bali & Nusra,2013,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,516. Belanja Bagi Hasil,541. Belanja Bagi Hasil,2.15436E+11,ZULKIEFLIMANSYAH,SITTI ROHMI DJALILAH
Provinsi Nusa Tenggara Timur,Bali & Nusra,2013,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,516. Belanja Bagi Hasil,541. Belanja Bagi Hasil,1.41657E+11,VIKTOR BUNGTILU LAISKODAT,JOSEF ADREANUS NAE SOI
Provinsi Papua,Papua & Maluku,2013,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,516. Belanja Bagi Hasil,541. Belanja Bagi Hasil,2.32801E+11,LUKAS ENEMBE,KLEMEN TINAL
Provinsi Riau,Sumatera,2013,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,516. Belanja Bagi Hasil,541. Belanja Bagi Hasil,8.74713E+11,SYAMSUAR,EDY NASUTION
Provinsi Sulawesi Selatan,Sulawesi,2013,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,516. Belanja Bagi Hasil,541. Belanja Bagi Hasil,8.43117E+11,PROF. M. NURDIN ABDULLAH,ANDI SUDIRMAN SULAIMAN
Provinsi Sulawesi Tenggara,Sulawesi,2013,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,516. Belanja Bagi Hasil,541. Belanja Bagi Hasil,2.14814E+11,ALI MAZI,LUKMAN ABUNAWAS
Provinsi Sumatera Selatan,Sumatera,2013,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,516. Belanja Bagi Hasil,541. Belanja Bagi Hasil,1.15228E+11,HERMAN DERU,MAWARDI YAHYA
Provinsi Sumatera Utara,Sumatera,2013,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,516. Belanja Bagi Hasil,541. Belanja Bagi Hasil,5.22121E+11,EDY RAHMAYADI,MUSA RAJEKSHAH
Provinsi Bali,Bali & Nusra,2013,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,517. Belanja Bantuan Keuangan,542. Belanja Bantuan Keuangan,4.72642E+11,WAYAN KOSTER,TJOK OKA ARTHA ARDHANA SUKAWATI
Provinsi Jawa Barat,Jawa,2013,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,517. Belanja Bantuan Keuangan,542. Belanja Bantuan Keuangan,3.50434E+12,MOCHAMAD RIDWAN KAMIL,UU RUZHANUL ULUM
Provinsi Jawa Tengah,Jawa,2013,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,517. Belanja Bantuan Keuangan,542. Belanja Bantuan Keuangan,1.8256E+12,GANJAR PRANOWO,TAJ YASIN
Provinsi Jawa Timur,Jawa,2013,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,517. Belanja Bantuan Keuangan,542. Belanja Bantuan Keuangan,9.86233E+11,KHOFIFAH INDAR PARAWANSA,EMIL ELESTIANTO DARDAK
Provinsi Kalimantan Barat,Kalimantan,2013,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,517. Belanja Bantuan Keuangan,542. Belanja Bantuan Keuangan,2.67175E+11,SUTARMIDJI,RIA NORSAN
Provinsi Kalimantan Timur,Kalimantan,2013,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,517. Belanja Bantuan Keuangan,542. Belanja Bantuan Keuangan,2.05934E+12,ISRAN NOOR,HADI MULYADI
Provinsi Maluku,Papua & Maluku,2013,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,517. Belanja Bantuan Keuangan,542. Belanja Bantuan Keuangan,19008296827,MURAD ISMAIL,BARNABAS ORNO
Provinsi Maluku Utara,Papua & Maluku,2013,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,517. Belanja Bantuan Keuangan,542. Belanja Bantuan Keuangan,643049437,AHMAD HIDAYAT MUS,RIVAI UMAR
Provinsi Nusa Tenggara Barat,Bali & Nusra,2013,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,517. Belanja Bantuan Keuangan,542. Belanja Bantuan Keuangan,67066842559,ZULKIEFLIMANSYAH,SITTI ROHMI DJALILAH
Provinsi Nusa Tenggara Timur,Bali & Nusra,2013,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,517. Belanja Bantuan Keuangan,542. Belanja Bantuan Keuangan,15209207000,VIKTOR BUNGTILU LAISKODAT,JOSEF ADREANUS NAE SOI
Provinsi Papua,Papua & Maluku,2013,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,517. Belanja Bantuan Keuangan,542. Belanja Bantuan Keuangan,3.34844E+12,LUKAS ENEMBE,KLEMEN TINAL
Provinsi Riau,Sumatera,2013,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,517. Belanja Bantuan Keuangan,542. Belanja Bantuan Keuangan,2.63094E+11,SYAMSUAR,EDY NASUTION
Provinsi Sulawesi Selatan,Sulawesi,2013,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,517. Belanja Bantuan Keuangan,542. Belanja Bantuan Keuangan,5.72442E+11,PROF. M. NURDIN ABDULLAH,ANDI SUDIRMAN SULAIMAN
Provinsi Sulawesi Tenggara,Sulawesi,2013,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,517. Belanja Bantuan Keuangan,542. Belanja Bantuan Keuangan,96245017746,ALI MAZI,LUKMAN ABUNAWAS
Provinsi Sumatera Selatan,Sumatera,2013,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,517. Belanja Bantuan Keuangan,542. Belanja Bantuan Keuangan,8.04678E+11,HERMAN DERU,MAWARDI YAHYA
Provinsi Sumatera Utara,Sumatera,2013,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,517. Belanja Bantuan Keuangan,542. Belanja Bantuan Keuangan,1.68784E+12,EDY RAHMAYADI,MUSA RAJEKSHAH
Provinsi Bali,Bali & Nusra,2013,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,515. Belanja Bantuan Sosial,516. Belanja Bantuan Sosial,3.53501E+11,WAYAN KOSTER,TJOK OKA ARTHA ARDHANA SUKAWATI
